h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,1,"[1, 131, 9]",1310,9,9,True,False
2,1,"[1, 86, 9]",860,9,9,True,False
2,1,"[1, 13, 9]",130,9,9,True,False
2,1,"[1, 7, 9]",70,9,9,True,False
2,1,"[1, 2, 9]",20,9,9,True,True
3,1,"[1, 242, 115, 9]",29107,9,9,True,False
3,1,"[1, 161, 202, 9]",34501,9,9,True,False
3,1,"[1, 77, 109, 9]",9451,9,9,True,False
3,1,"[1, 4, 95, 9]",1239,9,9,True,False
3,1,"[1, 126, 46, 9]",6336,9,9,True,False
3,1,"[1, 133, 24, 9]",3541,9,9,True,False
3,1,"[1, 38, 79, 9]",3751,9,9,True,False
3,1,"[1, 3, 265, 9]",3183,9,9,True,False
3,1,"[1, 86, 45, 9]",4361,9,9,True,False
3,1,"[1, 286, 10, 9]",3236,9,9,True,False
3,1,"[1, 142, 4, 9]",746,9,9,True,False
3,1,"[1, 19, 16, 9]",467,9,9,True,False
3,1,"[1, 45, 9, 9]",531,9,9,True,False
3,1,"[1, 257, 3, 9]",1055,9,9,True,False
3,1,"[1, 9, 55, 9]",999,9,9,True,False
3,1,"[1, 24, 3, 9]",123,9,9,True,False
3,1,"[1, 281, 2, 9]",861,9,9,True,False
3,1,"[1, 7, 50, 9]",807,9,9,True,False
3,1,"[1, 9, 26, 9]",477,9,9,True,False
3,1,"[1, 2, 94, 9]",1036,9,9,True,False
3,1,"[1, 2, 62, 9]",684,9,9,True,False
3,1,"[1, 9, 11, 9]",207,9,9,True,False
3,1,"[1, 236, 2, 9]",726,9,9,True,False
3,1,"[1, 41, 2, 9]",141,9,9,True,False
3,1,"[1, 7, 4, 9]",71,9,9,True,False
3,1,"[1, 4, 7, 9]",95,9,9,True,False
3,1,"[1, 3, 22, 9]",267,9,9,True,False
3,1,"[1, 6, 3, 9]",51,9,9,True,False
3,1,"[1, 2, 56, 9]",618,9,9,True,False
3,1,"[1, 2, 49, 9]",541,9,9,True,False
3,1,"[1, 2, 2, 9]",24,9,9,True,True
