h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,8,"[1, 192, 5]",1152,5,5,True,False
2,8,"[1, 132, 5]",792,5,5,True,False
2,8,"[1, 37, 5]",222,5,5,True,False
2,8,"[1, 18, 5]",108,5,5,True,False
2,8,"[1, 11, 5]",66,5,5,True,False
2,8,"[1, 10, 5]",60,5,5,True,False
2,8,"[1, 2, 5]",12,5,5,True,True
3,8,"[1, 101, 72, 5]",7733,5,5,True,False
3,8,"[1, 72, 84, 5]",6540,5,5,True,False
3,8,"[1, 22, 42, 5]",1156,5,5,True,False
3,8,"[1, 73, 17, 5]",1399,5,5,True,False
3,8,"[1, 57, 3, 5]",243,5,5,True,False
3,8,"[1, 14, 41, 5]",793,5,5,True,False
3,8,"[1, 13, 228, 5]",4117,5,5,True,False
3,8,"[1, 48, 9, 5]",525,5,5,True,False
3,8,"[1, 12, 20, 5]",352,5,5,True,False
3,8,"[1, 11, 135, 5]",2171,5,5,True,False
3,8,"[1, 6, 217, 5]",2393,5,5,True,False
3,8,"[1, 136, 2, 5]",418,5,5,True,False
3,8,"[1, 7, 67, 5]",811,5,5,True,False
3,8,"[1, 8, 42, 5]",554,5,5,True,False
3,8,"[1, 3, 76, 5]",611,5,5,True,False
3,8,"[1, 19, 6, 5]",163,5,5,True,False
3,8,"[1, 4, 6, 5]",58,5,5,True,False
3,8,"[1, 2, 277, 5]",1941,5,5,True,False
3,8,"[1, 2, 229, 5]",1605,5,5,True,False
3,8,"[1, 2, 121, 5]",849,5,5,True,False
3,8,"[1, 6, 3, 5]",39,5,5,True,False
3,8,"[1, 3, 25, 5]",203,5,5,True,False
3,8,"[1, 3, 2, 5]",19,5,5,True,False
3,8,"[1, 2, 45, 5]",317,5,5,True,False
3,8,"[1, 2, 42, 5]",296,5,5,True,False
3,8,"[1, 2, 5, 5]",37,5,5,True,False
3,8,"[1, 2, 3, 5]",23,5,5,True,False
3,8,"[1, 2, 2, 5]",16,5,5,True,True
