h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,7,"[1, 90, 8]",810,8,8,True,False
2,7,"[1, 76, 8]",684,8,8,True,False
2,7,"[1, 68, 8]",612,8,8,True,False
2,7,"[1, 39, 8]",351,8,8,True,False
2,7,"[1, 13, 8]",117,8,8,True,False
2,7,"[1, 11, 8]",99,8,8,True,False
2,7,"[1, 4, 8]",36,8,8,True,False
2,7,"[1, 3, 8]",27,8,8,True,False
2,7,"[1, 2, 8]",18,8,8,True,True
3,7,"[1, 79, 289, 8]",25222,8,8,True,False
3,7,"[1, 115, 266, 8]",32833,8,8,True,False
3,7,"[1, 196, 210, 8]",43036,8,8,True,False
3,7,"[1, 177, 137, 8]",25522,8,8,True,False
3,7,"[1, 162, 25, 8]",4412,8,8,True,False
3,7,"[1, 110, 101, 8]",12028,8,8,True,False
3,7,"[1, 108, 43, 8]",5096,8,8,True,False
3,7,"[1, 14, 95, 8]",2104,8,8,True,False
3,7,"[1, 4, 18, 8]",220,8,8,True,False
3,7,"[1, 158, 15, 8]",2648,8,8,True,False
3,7,"[1, 247, 8, 8]",2287,8,8,True,False
3,7,"[1, 29, 14, 8]",547,8,8,True,False
3,7,"[1, 135, 8, 8]",1279,8,8,True,False
3,7,"[1, 235, 7, 8]",1936,8,8,True,False
3,7,"[1, 3, 61, 8]",674,8,8,True,False
3,7,"[1, 114, 6, 8]",846,8,8,True,False
3,7,"[1, 2, 140, 8]",1402,8,8,True,False
3,7,"[1, 78, 9, 8]",852,8,8,True,False
3,7,"[1, 2, 121, 8]",1212,8,8,True,False
3,7,"[1, 2, 77, 8]",772,8,8,True,False
3,7,"[1, 283, 4, 8]",1447,8,8,True,False
3,7,"[1, 47, 12, 8]",707,8,8,True,False
3,7,"[1, 99, 8, 8]",955,8,8,True,False
3,7,"[1, 249, 5, 8]",1534,8,8,True,False
3,7,"[1, 140, 5, 8]",880,8,8,True,False
3,7,"[1, 188, 2, 8]",580,8,8,True,False
3,7,"[1, 2, 3, 8]",32,8,8,True,False
3,7,"[1, 168, 2, 8]",520,8,8,True,False
3,7,"[1, 150, 2, 8]",466,8,8,True,False
3,7,"[1, 66, 2, 8]",214,8,8,True,False
3,7,"[1, 49, 2, 8]",163,8,8,True,False
3,7,"[1, 37, 2, 8]",127,8,8,True,False
3,7,"[1, 9, 2, 8]",43,8,8,True,False
3,7,"[1, 5, 2, 8]",31,8,8,True,False
3,7,"[1, 2, 2, 8]",22,8,8,True,True
