h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,5,"[1, 145, 2]",435,2,2,True,False
2,5,"[1, 100, 2]",300,2,2,True,False
2,5,"[1, 49, 2]",147,2,2,True,False
2,5,"[1, 32, 2]",96,2,2,True,False
2,5,"[1, 20, 2]",60,2,2,True,False
2,5,"[1, 5, 2]",15,2,2,True,False
2,5,"[1, 3, 2]",9,2,2,True,False
2,5,"[1, 2, 2]",6,2,2,True,True
3,5,"[1, 257, 250, 2]",65007,2,2,True,False
3,5,"[1, 11, 2, 2]",37,2,2,True,False
3,5,"[1, 10, 23, 2]",286,2,2,True,False
3,5,"[1, 6, 89, 2]",718,2,2,True,False
3,5,"[1, 6, 65, 2]",526,2,2,True,False
3,5,"[1, 4, 246, 2]",1480,2,2,True,False
3,5,"[1, 3, 76, 2]",383,2,2,True,False
3,5,"[1, 2, 4, 2]",18,2,2,True,False
3,5,"[1, 10, 2, 2]",34,2,2,True,False
3,5,"[1, 2, 3, 2]",14,2,2,True,False
3,5,"[1, 8, 2, 2]",28,2,2,True,False
3,5,"[1, 4, 2, 2]",16,2,2,True,False
3,5,"[1, 2, 2, 2]",10,2,2,True,True
