h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect
2,3,"[2, 3, 2]",12,8,8,True,True,8,,,,,,,,,True,0
2,3,"[2, 30, 2]",120,8,8,True,False,8,,,,,,,,,True,0
2,3,"[2, 23, 2]",92,8,8,True,False,8,,,,,,,,,True,0
2,3,"[2, 22, 2]",88,8,8,True,False,8,,,,,,,,,True,0
2,3,"[2, 5, 2]",20,8,8,True,False,8,,,,,,,,,True,0
2,3,"[2, 4, 2]",16,8,8,True,False,8,,,,,,,,,True,0
2,3,"[2, 2, 2]",8,6,8,False,False,6,,,,,,,,,True,0
3,3,"[2, 3, 5, 2]",31,20,20,True,True,20,,,,,,,,,True,0
3,3,"[2, 4, 4, 2]",32,20,20,True,True,20,,,,,,,,,True,0
3,3,"[2, 19, 24, 2]",542,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 26, 23, 2]",696,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 13, 21, 2]",341,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 17, 2, 2]",72,10,20,False,False,20,,,,,,,,,True,10
3,3,"[2, 5, 14, 2]",108,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 3, 11, 2]",61,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 16, 4, 2]",104,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 27, 3, 2]",141,15,20,False,False,20,,,,,,,,,True,5
3,3,"[2, 13, 5, 2]",101,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 9, 4, 2]",62,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 8, 6, 2]",76,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 2, 27, 2]",112,10,20,False,False,20,,,,,,,,,True,10
3,3,"[2, 6, 9, 2]",84,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 29, 2, 2]",120,10,20,False,False,20,,,,,,,,,True,10
3,3,"[2, 3, 8, 2]",46,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 6, 6, 2]",60,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 7, 4, 2]",50,20,20,True,False,20,,,,,,,,,True,0
3,3,"[2, 2, 30, 2]",124,10,20,False,False,20,,,,,,,,,True,10
3,3,"[2, 29, 3, 2]",151,15,20,False,False,20,,,,,,,,,True,5
3,3,"[2, 30, 2, 2]",124,10,20,False,False,20,,,,,,,,,True,10
3,3,"[2, 30, 3, 2]",156,15,20,False,False,20,,,,,,,,,True,5
3,3,"[2, 3, 4, 2]",26,19,20,False,False,19,,,,,,,,,True,0
