h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,is_unimodal,expected_dimension,defect
2,5,"[2, 4, 2]",16,12,12,True,True,True,12,0
2,5,"[2, 239, 2]",956,12,12,True,False,True,12,0
2,5,"[2, 218, 2]",872,12,12,True,False,True,12,0
2,5,"[2, 198, 2]",792,12,12,True,False,True,12,0
2,5,"[2, 111, 2]",444,12,12,True,False,True,12,0
2,5,"[2, 84, 2]",336,12,12,True,False,True,12,0
2,5,"[2, 26, 2]",104,12,12,True,False,True,12,0
2,5,"[2, 9, 2]",36,12,12,True,False,True,12,0
2,5,"[2, 6, 2]",24,12,12,True,False,True,12,0
2,5,"[2, 3, 2]",12,9,12,False,False,True,9,0
3,5,"[2, 5, 8, 2]",66,52,52,True,True,True,52,0
3,5,"[2, 4, 10, 2]",68,52,52,True,True,True,52,0
3,5,"[2, 63, 81, 2]",5391,52,52,True,False,True,52,0
3,5,"[2, 3, 26, 2]",136,43,52,False,False,True,52,9
3,5,"[2, 160, 39, 2]",6638,52,52,True,False,True,52,0
3,5,"[2, 56, 101, 2]",5970,52,52,True,False,True,52,0
3,5,"[2, 42, 58, 2]",2636,52,52,True,False,True,52,0
3,5,"[2, 18, 34, 2]",716,52,52,True,False,True,52,0
3,5,"[2, 273, 2, 2]",1096,14,52,False,False,True,52,38
3,5,"[2, 171, 16, 2]",3110,52,52,True,False,True,52,0
3,5,"[2, 124, 26, 2]",3524,52,52,True,False,True,52,0
3,5,"[2, 66, 16, 2]",1220,52,52,True,False,True,52,0
3,5,"[2, 103, 15, 2]",1781,52,52,True,False,True,52,0
3,5,"[2, 192, 12, 2]",2712,52,52,True,False,True,52,0
3,5,"[2, 13, 15, 2]",251,52,52,True,False,True,52,0
3,5,"[2, 187, 11, 2]",2453,52,52,True,False,True,52,0
3,5,"[2, 10, 252, 2]",3044,52,52,True,False,True,52,0
3,5,"[2, 4, 268, 2]",1616,52,52,True,False,True,52,0
3,5,"[2, 9, 126, 2]",1404,52,52,True,False,True,52,0
3,5,"[2, 2, 260, 2]",1044,14,52,False,False,True,52,38
3,5,"[2, 238, 3, 2]",1196,21,52,False,False,True,52,31
3,5,"[2, 8, 71, 2]",726,52,52,True,False,True,52,0
3,5,"[2, 27, 9, 2]",315,52,52,True,False,True,52,0
3,5,"[2, 7, 10, 2]",104,52,52,True,False,True,52,0
3,5,"[2, 3, 44, 2]",226,43,52,False,False,True,52,9
3,5,"[2, 174, 4, 2]",1052,28,52,False,False,True,52,24
3,5,"[2, 3, 97, 2]",491,43,52,False,False,True,52,9
3,5,"[2, 4, 115, 2]",698,52,52,True,False,True,52,0
3,5,"[2, 6, 80, 2]",652,52,52,True,False,True,52,0
3,5,"[2, 56, 6, 2]",460,42,52,False,False,True,52,10
3,5,"[2, 283, 3, 2]",1421,21,52,False,False,True,52,31
3,5,"[2, 136, 7, 2]",1238,49,52,False,False,True,52,3
3,5,"[2, 58, 8, 2]",596,52,52,True,False,True,52,0
3,5,"[2, 252, 6, 2]",2028,42,52,False,False,True,52,10
3,5,"[2, 4, 17, 2]",110,52,52,True,False,True,52,0
3,5,"[2, 2, 270, 2]",1084,14,52,False,False,True,52,38
3,5,"[2, 41, 8, 2]",426,52,52,True,False,True,52,0
3,5,"[2, 22, 9, 2]",260,52,52,True,False,True,52,0
3,5,"[2, 269, 4, 2]",1622,28,52,False,False,True,52,24
3,5,"[2, 283, 6, 2]",2276,42,52,False,False,True,52,10
3,5,"[2, 3, 131, 2]",661,43,52,False,False,True,52,9
3,5,"[2, 3, 217, 2]",1091,43,52,False,False,True,52,9
3,5,"[2, 291, 5, 2]",2047,35,52,False,False,True,52,17
3,5,"[2, 3, 241, 2]",1211,43,52,False,False,True,52,9
3,5,"[2, 296, 5, 2]",2082,35,52,False,False,True,52,17
3,5,"[2, 300, 5, 2]",2110,35,52,False,False,True,52,17
3,5,"[2, 40, 8, 2]",416,52,52,True,False,True,52,0
3,5,"[2, 5, 12, 2]",94,52,52,True,False,True,52,0
3,5,"[2, 7, 9, 2]",95,52,52,True,False,True,52,0
3,5,"[2, 259, 7, 2]",2345,49,52,False,False,True,52,3
3,5,"[2, 299, 6, 2]",2404,42,52,False,False,True,52,10
3,5,"[2, 3, 285, 2]",1431,43,52,False,False,True,52,9
3,5,"[2, 30, 8, 2]",316,52,52,True,False,True,52,0
3,5,"[2, 4, 16, 2]",104,52,52,True,False,True,52,0
3,5,"[2, 23, 8, 2]",246,52,52,True,False,True,52,0
3,5,"[2, 3, 291, 2]",1461,43,52,False,False,True,52,9
3,5,"[2, 10, 8, 2]",116,52,52,True,False,True,52,0
3,5,"[2, 285, 7, 2]",2579,49,52,False,False,True,52,3
3,5,"[2, 293, 7, 2]",2651,49,52,False,False,True,52,3
3,5,"[2, 9, 8, 2]",106,52,52,True,False,True,52,0
3,5,"[2, 4, 13, 2]",86,52,52,True,False,True,52,0
3,5,"[2, 300, 6, 2]",2412,42,52,False,False,True,52,10
3,5,"[2, 4, 8, 2]",56,44,52,False,False,True,44,0
3,5,"[2, 5, 9, 2]",73,52,52,True,False,True,52,0
3,5,"[2, 2, 295, 2]",1184,14,52,False,False,True,52,38
3,5,"[2, 294, 7, 2]",2660,49,52,False,False,True,52,3
3,5,"[2, 3, 295, 2]",1481,43,52,False,False,True,52,9
3,5,"[2, 3, 296, 2]",1486,43,52,False,False,True,52,9
3,5,"[2, 299, 7, 2]",2705,49,52,False,False,True,52,3
3,5,"[2, 2, 299, 2]",1200,14,52,False,False,True,52,38
3,5,"[2, 3, 299, 2]",1501,43,52,False,False,True,52,9
3,5,"[2, 4, 9, 2]",62,49,52,False,False,True,49,0
3,5,"[2, 4, 11, 2]",74,52,52,True,False,True,52,0
3,5,"[2, 300, 7, 2]",2714,49,52,False,False,True,52,3
3,5,"[2, 3, 300, 2]",1506,43,52,False,False,True,52,9
