h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,is_unimodal,expected_dimension,defect
2,9,"[5, 429, 6]",4719,4290,4290,True,True,True,4290,0
2,9,"[5, 713, 6]",7843,4290,4290,True,False,True,4290,0
2,9,"[5, 475, 6]",5225,4290,4290,True,False,True,4290,0
2,9,"[5, 404, 6]",4444,4040,4290,False,False,True,4040,0
2,9,"[5, 416, 6]",4576,4160,4290,False,False,True,4160,0
2,9,"[5, 427, 6]",4697,4270,4290,False,False,True,4270,0
2,9,"[5, 452, 6]",4972,4290,4290,True,False,True,4290,0
2,9,"[5, 448, 6]",4928,4290,4290,True,False,True,4290,0
2,9,"[5, 428, 6]",4708,4280,4290,False,False,True,4280,0
2,9,"[5, 436, 6]",4796,4290,4290,True,False,True,4290,0
2,9,"[5, 431, 6]",4741,4290,4290,True,False,True,4290,0
2,9,"[5, 430, 6]",4730,4290,4290,True,False,True,4290,0
